Job.Title,Company.Name,City,State,Size,MinSalary,MaxSalary,python,hadoop,mongo,spark,sql,tableau,kafka,excel,azure,pandas,visualization,machinelearning,aws,saas,etl,warehouse
Senior Data Scientist,"Hopper
3.5",New York, NY,501 to 1000 employees,111000,181000,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0
Data Scientist,"Noom US
4.5",New York, NY,1001 to 5000 employees,111000,181000,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Data Analyst,"Sapphire Digital
3.4",Lyndhurst, NJ,201 to 500 employees,111000,181000,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Data Scientist,"IFG Companies
2.9",New York, NY,201 to 500 employees,111000,181000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"Quartet Health
3.9",New York, NY,201 to 500 employees,111000,181000,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Data Scientist,"PulsePoint
4.4",New York, NY,51 to 200 employees,111000,181000,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Data Scientist,"Medidata Solutions
4.3",New York, NY,1001 to 5000 employees,111000,181000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"Point72
3.9",New York, NY,1001 to 5000 employees,111000,181000,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"Two Sigma
4.4",New York, NY,1001 to 5000 employees,111000,181000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Data Scientist,"Affinity Solutions
3.0",New York, NY,51 to 200 employees,111000,181000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"Etsy
3.6",Brooklyn, NY,501 to 1000 employees,111000,181000,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Data Scientist,"PA Consulting
3.3",New York, NY,1001 to 5000 employees,111000,181000,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
Data Scientist,"Etsy
3.6",New York, NY,501 to 1000 employees,111000,181000,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Data Scientist,"Walt Disney Co.
4.0",New York, NY,10000+ employees,111000,181000,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0
Senior Data Scientist,"Squarespace
3.4",New York, NY,1001 to 5000 employees,111000,181000,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
Senior Data Engineer,"Enterprise Integration
3.4",New York, NY,51 to 200 employees,111000,181000,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1
Data Scientist,"WITHIN
4.4",New York, NY,51 to 200 employees,111000,181000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"Spotify
3.8",New York, NY,1001 to 5000 employees,111000,181000,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
Data Scientist,"Datadog
4.1",New York, NY,1001 to 5000 employees,111000,181000,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
Senior Data Scientist,"Aetna
3.3",New York, NY,10000+ employees,111000,181000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"Hungryroot
5.0",New York, NY,1 to 50 employees,111000,181000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,"Aetna
3.3",New York, NY,10000+ employees,111000,181000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"Caserta
4.3",New York, NY,51 to 200 employees,120000,140000,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0
Data Scientist,"Lyft
3.7",New York, NY,5001 to 10000 employees,120000,140000,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Data Scientist,"IBG LLC
4.3",New York, NY,201 to 500 employees,120000,140000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"CLEAR
3.0",New York, NY,1001 to 5000 employees,120000,140000,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1
Senior Data Analyst,"Squarespace
3.4",New York, NY,1001 to 5000 employees,120000,140000,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
Data Scientist,"Andiamo
3.5",New York, NY,201 to 500 employees,120000,140000,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Data Scientist,"infarm
4.2",New York, NY,501 to 1000 employees,120000,140000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Data Scientist,"Andiamo
3.5",New York, NY,201 to 500 employees,120000,140000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Data Scientist,"Bowery Farming
4.6",New York, NY,51 to 200 employees,120000,140000,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
Data Scientist,"NorthOne
4.3",New York, NY,1 to 50 employees,120000,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,"Facebook
4.5",New York, NY,10000+ employees,120000,140000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"Crisis Text Line
3.9",New York, NY,51 to 200 employees,120000,140000,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Data Scientist,"Casper
3.4",New York, NY,501 to 1000 employees,120000,140000,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
Senior Data Scientist,"BlueLabs
4.7",New York, NY,1 to 50 employees,120000,140000,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Data Scientist,"Codecademy
3.5",New York, NY,51 to 200 employees,120000,140000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Data Analyst,"Point72
3.9",New York, NY,1001 to 5000 employees,120000,140000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Data Scientist,"JPMorgan Chase
3.9",New York, NY,10000+ employees,120000,140000,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Data Scientist,"viagogo
3.2",New York, NY,501 to 1000 employees,120000,140000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,CompIQ,New York, NY,1 to 50 employees,120000,140000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Data Scientist,"Aetna
3.3",New York, NY,10000+ employees,120000,140000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,Codeacademy,New York, NY,-1,120000,140000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,"Gallup
4.2",New York, NY,1001 to 5000 employees,120000,140000,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Data Scientist,"eBay
3.6",New York, NY,10000+ employees,120000,140000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,"Amazon
3.9",New York, NY,10000+ employees,120000,140000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"Amazon
3.9",New York, NY,10000+ employees,120000,140000,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Data Scientist,"Spotify
3.8",New York, NY,1001 to 5000 employees,119000,147000,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
Data Scientist,Doctors Without Borders | M̩decins Sans Fronti̬res,New York, NY,-1,119000,147000,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Data Scientist,"Snappy
5.0",New York, NY,1 to 50 employees,119000,147000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Data Scientist,Pierce Technology Corp,New York, NY,-1,119000,147000,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Data Scientist,"Aptus Health
3.4",New York, NY,201 to 500 employees,119000,147000,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Data Scientist,"JPMorgan Chase Bank, N.A.
3.9",Jersey City, NJ,10000+ employees,119000,147000,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
Data Scientist,"D. E. Shaw & Co.
4.4",New York, NY,1001 to 5000 employees,119000,147000,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
Data Scientist,"Known
3.0",New York, NY,201 to 500 employees,119000,147000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"Amazon
3.9",New York, NY,10000+ employees,119000,147000,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0
Data Scientist,"DoSomething.org
3.6",New York, NY,51 to 200 employees,119000,147000,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
Data Scientist,"ApTask
3.9",New York, NY,201 to 500 employees,119000,147000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,"Match Group
2.8",New York, NY,1001 to 5000 employees,119000,147000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"UCI
4.1",New York, NY,1 to 50 employees,119000,147000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Data Engineer,"Conductor
4.4",New York, NY,201 to 500 employees,74000,124000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Data Scientist,"Forbes Media
3.3",Jersey City, NJ,201 to 500 employees,74000,124000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,"Interactive Brokers
2.9",New York, NY,1001 to 5000 employees,74000,124000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"The Walt Disney Company
4.0",New York, NY,10000+ employees,74000,124000,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0
Senior Data Scientist,"Google
4.4",New York, NY,10000+ employees,74000,124000,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Data Scientist,"Milliman
3.8",New York, NY,1001 to 5000 employees,74000,124000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Data Scientist,"CIA
3.8",New York, NY,Unknown,74000,124000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,"Metroplus Health Plan
2.7",New York, NY,1001 to 5000 employees,74000,124000,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
Data Scientist,Huxley Banking & Financial Services,New York, NY,-1,74000,124000,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Data Scientist,"Medidata Solutions
4.3",New York, NY,1001 to 5000 employees,74000,124000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,"Facebook
4.5",New York, NY,10000+ employees,74000,124000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,One Drop,New York, NY,1 to 50 employees,74000,124000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"Point72
3.9",New York, NY,1001 to 5000 employees,74000,124000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"LivePerson, Inc.
3.3",New York, NY,1001 to 5000 employees,74000,124000,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Data Scientist,Microagility,New York, NY,1 to 50 employees,74000,124000,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,Financial Services Company,New York, NY,-1,74000,124000,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0
Data Scientist,"Koch Industries
3.6",New York, NY,10000+ employees,74000,124000,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Data Scientist,"Huxley
3.3",New York, NY,201 to 500 employees,74000,124000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,"NYU Langone Health
4.1",New York, NY,10000+ employees,74000,124000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Data Scientist,"Gate Staffing LLC
2.8",New York, NY,1 to 50 employees,74000,124000,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0
Data Scientist,ConcertAI,New York, NY,-1,74000,124000,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1
Data Scientist,"Tapestry
3.4",New York, NY,10000+ employees,74000,124000,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Data Scientist,"Tapestry
3.4",New York, NY,10000+ employees,74000,124000,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Data Scientist,"CKM Advisors
2.9",New York, NY,51 to 200 employees,74000,124000,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Data Scientist,"Point72
3.9",New York, NY,1001 to 5000 employees,74000,124000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Senior Data Scientist,"Spotify
3.8",New York, NY,1001 to 5000 employees,74000,124000,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
Data Scientist,"Averity
5.0",New York, NY,1 to 50 employees,74000,124000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"The CARIAN Group
4.2",New York, NY,1 to 50 employees,74000,124000,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Data Engineer,"Jun Group Productions LLC
4.7",New York, NY,51 to 200 employees,102000,121000,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1
Data Scientist,GradTests (gradtests.com),New York, NY,-1,102000,121000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Data Scientist,"Committee of 100
2.8",New York, NY,1 to 50 employees,102000,121000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Data Scientist,"NJF Global Holdings
4.2",New York, NY,51 to 200 employees,102000,121000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Data Analyst,"DMGT
4.0",New York, NY,5001 to 10000 employees,102000,121000,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
Data Scientist,"ubergig
4.9",New York, NY,1 to 50 employees,102000,121000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"OneWire
4.0",New York, NY,1 to 50 employees,102000,121000,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Data Scientist,"Thomas
3.4",New York, NY,201 to 500 employees,102000,121000,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Data Scientist,"TBWA\Chiat\Day
2.7",New York, NY,1001 to 5000 employees,102000,121000,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
Data Scientist,"Internal Revenue Service
3.5",New York, NY,10000+ employees,102000,121000,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Data Scientist,"Harry and David, LLC
3.4",Carle Place, NY,501 to 1000 employees,102000,121000,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Senior Data Scientist,"Foursquare
2.5",New York, NY,201 to 500 employees,102000,121000,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,Glean Analytics Inc.,New York, NY,-1,102000,121000,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Data Scientist,"Two Sigma
4.4",New York, NY,1001 to 5000 employees,102000,121000,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
Senior Data Scientist,"Rockstar Games
4.1",New York, NY,1001 to 5000 employees,102000,121000,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"TechProjects
4.8",New York, NY,1 to 50 employees,102000,121000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Data Scientist,"Spring Health
3.6",New York, NY,1 to 50 employees,102000,121000,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
Senior Data Scientist,"Grubhub
3.8",New York, NY,1001 to 5000 employees,102000,121000,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Data Scientist,"SkillSoniq
5.0",New York, NY,Unknown,102000,121000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"Amazon
3.9",New York, NY,10000+ employees,102000,121000,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Senior Data Scientist,"Arena
4.5",New York, NY,1 to 50 employees,102000,121000,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
Data Scientist,"Sphinix Solutions
1.0",New York, NY,1 to 50 employees,102000,121000,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0
Data Analyst,Carry1st,New York, NY,-1,102000,121000,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
Data Scientist,"Lorven Technologies Inc
4.0",New York, NY,1 to 50 employees,102000,121000,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
Data Scientist,Line Sniper,New York, NY,-1,102000,121000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,"Strategic Financial Solutions
3.6",New York, NY,501 to 1000 employees,102000,121000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"Audible
3.7",Newark, NJ,1001 to 5000 employees,102000,121000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"Voice
3.4",Brooklyn, NY,Unknown,129000,210000,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Data Engineer,"Seated
4.7",New York, NY,1 to 50 employees,129000,210000,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1
Senior Data Scientist,"Spotify
3.8",New York, NY,1001 to 5000 employees,129000,210000,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0
Data Scientist,"NYC Data Science Academy
4.9",New York, NY,1 to 50 employees,129000,210000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"Solekai Systems Corp
4.2",New York, NY,1 to 50 employees,129000,210000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,"Digital Intelligence Systems, LLC
3.4",Franklin Lakes, NJ,1001 to 5000 employees,129000,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,"Roku
3.9",New York, NY,1001 to 5000 employees,129000,210000,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
Senior Data Scientist,"Oliver Wyman
4.4",New York, NY,1001 to 5000 employees,129000,210000,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0
Data Scientist,"J Harlan Group, LLC",New York, NY,1 to 50 employees,129000,210000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Data Scientist,"InvenTech Info
4.8",Jersey City, NJ,201 to 500 employees,129000,210000,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Data Analyst,"Whip Media Group
5.0",New York, NY,51 to 200 employees,129000,210000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Data Scientist,"Blue Horizon Tek Solutions
5.0",New York, NY,1 to 50 employees,129000,210000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"JPMorgan Chase Bank, N.A.
3.9",New York, NY,10000+ employees,129000,210000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"NPD
3.8",Port Washington, NY,1001 to 5000 employees,129000,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,"Fujitsu
3.3",New York, NY,10000+ employees,129000,210000,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1
Data Scientist,"1-800-Flowers
2.8",New York, NY,1001 to 5000 employees,129000,210000,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Senior Data Scientist,"Flatiron Health
4.0",New York, NY,501 to 1000 employees,129000,210000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Data Scientist,Edward Daniels Group,New York, NY,1 to 50 employees,129000,210000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"MediaMath
3.6",New York, NY,501 to 1000 employees,129000,210000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,The Organic Recruiter,New York, NY,-1,129000,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,"Via Transportation
3.7",New York, NY,501 to 1000 employees,129000,210000,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
Data Scientist,Biotenico Research and Development Company,New York, NY,-1,129000,210000,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Data Scientist,"Capital One
3.9",New York, NY,10000+ employees,129000,210000,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
Data Scientist,"Gallup
4.2",New York, NY,1001 to 5000 employees,129000,210000,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Data Scientist,"Building Service 32BJ Benefit Funds
1.9",New York, NY,201 to 500 employees,129000,210000,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Senior Data Scientist,"Marsh
3.5",New York, NY,10000+ employees,129000,210000,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
Data Analyst,"Undertone
3.8",New York, NY,201 to 500 employees,156000,254000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
Data Analyst,"Galileo
5.0",New York, NY,1 to 50 employees,156000,254000,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Data Analyst,"City of New York
3.4",New York, NY,10000+ employees,156000,254000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Data Scientist,"Catholic Health Services of Long Island
3.1",Rockville Centre, NY,10000+ employees,156000,254000,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
Senior Data Scientist,"Marsh & McLennan Companies, Inc.
3.4",New York, NY,10000+ employees,156000,254000,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
Data Analyst,"Pozent
3.5",New York, NY,1 to 50 employees,156000,254000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Entera,New York, NY,Unknown,156000,254000,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Senior Data Scientist,"Mediaocean
4.0",New York, NY,501 to 1000 employees,156000,254000,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Senior Data Scientist,"The Trade Desk
3.4",New York, NY,1001 to 5000 employees,156000,254000,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
Senior Data Scientist,"NYC Health + Hospitals
3.6",New York, NY,5001 to 10000 employees,156000,254000,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
Senior Data Scientist,"Landis
5.0",New York, NY,1 to 50 employees,156000,254000,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Senior Data Scientist,"NewtonX
4.1",New York, NY,1 to 50 employees,156000,254000,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Data Analyst,Fintech Recruiters,New York, NY,Unknown,156000,254000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Senior Data Engineer,"Tapad
4.2",New York, NY,51 to 200 employees,156000,254000,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1
Data Scientist,Amber People,New York, NY,-1,156000,254000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Senior Data Scientist,"Thrasio
5.0",New York, NY,51 to 200 employees,156000,254000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,ConcertAI,New York, NY,-1,156000,254000,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Data Scientist,CompuForce,New York, NY,Unknown,156000,254000,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
Senior Data Scientist,"Spotify
3.8",New York, NY,1001 to 5000 employees,156000,254000,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
Data Scientist,Wisestep,Queens Village, NY,-1,156000,254000,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
Data Scientist,Hawkfish,New York, NY,-1,156000,254000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,"Disney Streaming Services
3.6",New York, NY,501 to 1000 employees,156000,254000,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0
Data Scientist,HireAi,New York, NY,-1,156000,254000,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Data Analyst,"Vettery
3.1",New York, NY,201 to 500 employees,156000,254000,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
Data Scientist,"TEKREQS, Inc.
1.0",New York, NY,1 to 50 employees,156000,254000,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
Senior Data Scientist,"eBay
3.6",New York, NY,10000+ employees,119000,147000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,"Bowery Farming
4.6",New York, NY,51 to 200 employees,119000,147000,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Data Scientist,"Slice (NY)
4.0",New York, NY,51 to 200 employees,119000,147000,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Data Engineer,"Mark43
4.4",New York, NY,51 to 200 employees,119000,147000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
Data Scientist,"Comtech Global Inc
4.0",New York, NY,51 to 200 employees,119000,147000,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Data Analyst,"MediaMath
3.6",New York, NY,501 to 1000 employees,119000,147000,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Senior Data Scientist,"Rockstar Games
4.1",New York, NY,1001 to 5000 employees,119000,147000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"Management Decisions, Inc.
1.6",New York, NY,1 to 50 employees,119000,147000,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
Senior Data Scientist,"Argo Group US
3.5",New York, NY,1001 to 5000 employees,119000,147000,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0
Senior Data Scientist,"AstraZeneca
4.0",New York, NY,10000+ employees,119000,147000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Analyst,"FINRA
3.5",New York, NY,1001 to 5000 employees,119000,147000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Data Scientist,"Prolancer
5.0",New York, NY,1 to 50 employees,119000,147000,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0
Senior Data Scientist,"Flatiron Health
4.0",New York, NY,501 to 1000 employees,119000,147000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,"EDP World, Inc.
3.5",New York, NY,1 to 50 employees,119000,147000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,"Squarespace
3.4",New York, NY,1001 to 5000 employees,119000,147000,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
Senior Data Scientist,"TRANZACT
3.6",Fort Lee, NJ,1001 to 5000 employees,119000,147000,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0
Data Engineer,"B12
4.7",New York, NY,1 to 50 employees,119000,147000,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
Data Scientist,Simatree,Middletown, NJ,1 to 50 employees,119000,147000,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Senior Data Scientist,"Averity
5.0",New York, NY,1 to 50 employees,119000,147000,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Senior Data Scientist,"CyberCoders
4.2",New York, NY,201 to 500 employees,119000,147000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,"GNY Insurance Companies
3.7",New York, NY,201 to 500 employees,119000,147000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
Senior Data Scientist,"Healthfirst (New York)
3.1",New York, NY,1001 to 5000 employees,119000,147000,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
Data Scientist,"Visiting Nurse Service of New York
3.8",New York, NY,10000+ employees,119000,147000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,"Slice
3.8",New York, NY,201 to 500 employees,116000,152000,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Senior Data Scientist,"Bank of America
3.7",New York, NY,10000+ employees,116000,152000,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Data Scientist,"Riskified
4.4",New York, NY,501 to 1000 employees,116000,152000,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
